dong_xe,gia,hang,hop_so,kieu_dang,km_da_di,nam_sx,nhien_lieu,so_cho_ngoi,tinh_trang,xuat_xu
Ranger,630.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
CX 3,586.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
CX 5,740.000.000,Mazda,Tự động,SUV / Cross over,40000,2018,Xăng,5,Đã sử dụng,Thái Lan
Grand i10,5.000.000,Hyundai,Số sàn,Kiểu dáng khác,11,2017,Xăng,5,Đã sử dụng,Nước khác
Vios,505.000.000,Toyota,Tự động,Sedan,23000,2018,Xăng,5,Đã sử dụng,
Cerato,330.000.000,Kia,Tự động,Sedan,216000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Santa Fe,995.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Accent,358.000.000,Hyundai,Số sàn,Sedan,66000,2018,Xăng,5,Đã sử dụng,Việt Nam
Tucson,740.000.000,Hyundai,Tự động,SUV / Cross over,50000,2017,Xăng,5,Đã sử dụng,Hàn Quốc
Soluto,359.000.000,Kia,Số sàn,Sedan,36000,2020,Xăng,5,Đã sử dụng,Việt Nam
Corolla Altis,205.000.000,Toyota,Số sàn,Sedan,151000,2002,Xăng,5,Đã sử dụng,Nhật Bản
Fiesta,355.000.000,Ford,Tự động,Hatchback,98000,2017,Xăng,5,Đã sử dụng,Việt Nam
Camry,880.000.000,Toyota,Tự động,Sedan,45858,2017,Xăng,5,Đã sử dụng,
C Class,1.120.000.000,Mercedes Benz,Tự động,Sedan,50000,2018,Xăng,5,Đã sử dụng,Việt Nam
Everest,475.000.000,Ford,Tự động,SUV / Cross over,12548,2013,Dầu,7,Đã sử dụng,Thái Lan
City,465.000.000,Honda,Tự động,Sedan,42000,2019,Xăng,5,Đã sử dụng,Nhật Bản
Morning,215.000.000,Kia,Tự động,Hatchback,66000,2013,Xăng,2,Đã sử dụng,Hàn Quốc
Accord,359.000.000,Honda,Tự động,Sedan,79000,2010,Xăng,5,Đã sử dụng,Đài Loan
2,395.000.000,Mazda,Tự động,Sedan,43238,2016,Xăng,5,Đã sử dụng,Việt Nam
Cerato,490.000.000,Kia,Tự động,Sedan,42000,2018,Xăng,5,Đã sử dụng,Việt Nam
Innova,195.000.000,Toyota,Số sàn,Minivan (MPV),125000,2008,Xăng,8,Đã sử dụng,Việt Nam
Civic,305.000.000,Honda,Tự động,Sedan,60000,2008,Xăng,4,Đã sử dụng,Việt Nam
Cruze,355.000.000,Chevrolet,Tự động,Sedan,80,2016,Xăng,5,Đã sử dụng,
CR V,926.000.000,Honda,Tự động,SUV / Cross over,31000,2020,Xăng,7,Đã sử dụng,Thái Lan
EcoSport,573.000.000,Ford,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
Camry,448.000.000,Toyota,Tự động,,90000,2009,,,Đã sử dụng,Đài Loan
Tourneo,1.190.000.000,Ford,Số sàn,,,2021,,,Mới,
408,435.000.000,Peugeot,Tự động,Sedan,33000,2016,Xăng,5,Đã sử dụng,Việt Nam
Soluto,399.000.000,Kia,Tự động,Sedan,14000,2019,Xăng,5,Đã sử dụng,Việt Nam
Spark,245.000.000,Chevrolet,Số sàn,Hatchback,29000,2017,Xăng,5,Đã sử dụng,Mỹ
Cerato,499.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Hàn Quốc
Seltos,629.000.000,Kia,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
RX,2.985.000.000,Lexus,Tự động,SUV / Cross over,40369,2016,Xăng,8,Đã sử dụng,Nhật Bản
Land Cruiser,570.000.000,Toyota,Tự động,SUV / Cross over,205000,2004,Xăng,8,Đã sử dụng,Việt Nam
Kona,692.000.000,Hyundai,Tự động,SUV / Cross over,20000,2019,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,555.000.000,Toyota,Tự động,SUV / Cross over,85000,2013,Xăng,7,Đã sử dụng,
Navara,535.000.000,Nissan,Tự động,Pick-up (bán tải),39000,2018,Dầu,5,Đã sử dụng,
Fortuner,1.015.000.000,Toyota,Tự động,SUV / Cross over,25000,2020,Dầu,5,Đã sử dụng,Việt Nam
Cerato,507.000.000,Kia,Tự động,Sedan,42000,2017,Xăng,5,Đã sử dụng,Hàn Quốc
Optima,685.000.000,Kia,Tự động,Sedan,10000,2017,Xăng,5,Đã sử dụng,Việt Nam
Triton,475.000.000,Mitsubishi,Số sàn,Pick-up (bán tải),70000,2019,Dầu,5,Đã sử dụng,Thái Lan
Camry,550.000.000,Toyota,Tự động,Sedan,87000,2011,Xăng,5,Đã sử dụng,
3,631.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
E Class,790.000.000,Mercedes Benz,Tự động,Sedan,20000,2012,Xăng,5,Đã sử dụng,Việt Nam
Attrage,356.000.000,Mitsubishi,Số sàn,Sedan,,2021,Xăng,5,Mới,Thái Lan
K3,559.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Everest,1.039.000.000,Ford,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Thái Lan
Rondo,450.000.000,Kia,Tự động,Minivan (MPV),45000,2016,Xăng,7,Đã sử dụng,Việt Nam
Tucson,798.000.000,Hyundai,Tự động,SUV / Cross over,43000,2018,Xăng,5,Đã sử dụng,
CR V,925.000.000,Honda,Tự động,SUV / Cross over,37000,2020,Xăng,7,Đã sử dụng,Thái Lan
Kona,135.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
GLC,2.399.000.000,Mercedes Benz,Tự động,SUV / Cross over,10000,2020,Xăng,5,Đã sử dụng,
RX,2.150.000.000,Lexus,Tự động,SUV / Cross over,55344,2015,Xăng,5,Đã sử dụng,Nhật Bản
Attrage,460.000.000,Mitsubishi,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
Cerato,325.000.000,Kia,Tự động,Coupe (2 cửa),100000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Innova,460.000.000,Toyota,Số sàn,Minivan (MPV),85813,2016,Xăng,8,Đã sử dụng,Việt Nam
Everest,1.010.000.000,Ford,Tự động,SUV / Cross over,56,2019,Dầu,7,Đã sử dụng,Thái Lan
Solati,898.000.000,Hyundai,Số sàn,SUV / Cross over,32000,2019,Dầu,16,Đã sử dụng,
GLC Class,1.630.000.000,Mercedes Benz,Tự động,SUV / Cross over,31000,2018,Xăng,5,Đã sử dụng,Việt Nam
Sorento,1.295.000.000,Kia,Tự động,SUV / Cross over,13000,2021,Dầu,7,Đã sử dụng,Việt Nam
E Class,839.000.000,Mercedes Benz,Tự động,Sedan,11000,2014,Xăng,5,Đã sử dụng,Việt Nam
City,535.000.000,Honda,Tự động,Kiểu dáng khác,25000,2021,Xăng,5,Đã sử dụng,Việt Nam
5 Series,920.000.000,BMW,Tự động,,80000,2015,Xăng,5,Đã sử dụng,
Innova,305.000.000,Toyota,Tự động,Minivan (MPV),85300,2009,Xăng,8,Đã sử dụng,Nhật Bản
City,439.000.000,Honda,Tự động,Sedan,67000,2018,Xăng,5,Đã sử dụng,
X6,575.000.000,BMW,Tự động,Sedan,110000,2009,Xăng,5,Đã sử dụng,Đức
CX 5,798.000.000,Mazda,Tự động,SUV / Cross over,36600,2018,Xăng,5,Đã sử dụng,Việt Nam
i20,260.000.000,Hyundai,Tự động,,96000,2011,,5,Đã sử dụng,Ấn Độ
Sorento,999.000.000,Kia,Tự động,SUV / Cross over,,2021,,7,Mới,Việt Nam
Innova,285.000.000,Toyota,Số sàn,Minivan (MPV),160000,2012,Xăng,8,Đã sử dụng,Nhật Bản
RX,3.300.000.000,Lexus,Tự động,SUV / Cross over,40000,2017,Xăng,5,Đã sử dụng,Nhật Bản
3,644.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Innova,470.000.000,Toyota,Số sàn,Minivan (MPV),85000,2016,Xăng,8,Đã sử dụng,Việt Nam
Xpander,600.000.000,Mitsubishi,Tự động,Minivan (MPV),26840,2018,Xăng,5,Đã sử dụng,Nước khác
E Class,1.850.000.000,Mercedes Benz,Tự động,Sedan,24000,2018,Xăng,5,Đã sử dụng,
Innova,219.999.999,Toyota,Số sàn,Minivan (MPV),180000,2006,Xăng,8,Đã sử dụng,Việt Nam
Gentra,145.000.000,Daewoo,Số sàn,Sedan,100000,2010,Xăng,5,Đã sử dụng,Việt Nam
2,519.000.000,Mazda,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
EcoSport,515.000.000,Ford,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
3,659.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Accent,358.000.000,Hyundai,Số sàn,Sedan,30000,2014,Xăng,5,Đã sử dụng,
Captiva,190.000.000,Chevrolet,Tự động,SUV / Cross over,89825,2008,Xăng,7,Đã sử dụng,Việt Nam
EcoSport,570.000.000,Ford,Bán tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
CX 5,809.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Vios,385.000.000,Toyota,Số sàn,Sedan,50000,2018,Xăng,5,Đã sử dụng,Nước khác
Attrage,437.000.000,Mitsubishi,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
Dòng khác,5.000.000,Kia,Số sàn,,87400,2014,Dầu,Khác,Đã sử dụng,Hàn Quốc
HR-V,871.000.000,Honda,Tự động,Hatchback,,2021,Xăng,5,Mới,Thái Lan
Innova,520.000.000,Toyota,Số sàn,Minivan (MPV),70000,2018,Xăng,8,Đã sử dụng,Nước khác
XL 7,589.000.000,Suzuki,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nhật Bản
Outlander,855.000.000,Mitsubishi,Tự động,SUV / Cross over,16000,2020,Xăng,5,Đã sử dụng,Việt Nam
GLC Class,1.428.000.000,Mercedes Benz,Tự động,SUV / Cross over,40000,2017,Xăng,5,Đã sử dụng,
Dmax,615.000.000,Isuzu,Tự động,SUV / Cross over,,2021,Dầu,5,Mới,Việt Nam
GLB,1.999.000.000,Mercedes Benz,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Đức
Camry,495.000.000,Toyota,Tự động,Sedan,97000,2021,Xăng,5,Đã sử dụng,Việt Nam
Innova,395.000.000,Toyota,Số sàn,Minivan (MPV),99000,2015,Xăng,8,Đã sử dụng,Việt Nam
3,748.000.000,Mazda,Tự động,Sedan,9200,2020,Xăng,5,Đã sử dụng,Việt Nam
GLS Class,3.150.000.000,Mercedes Benz,Tự động,SUV / Cross over,87000,2016,Xăng,7,Đã sử dụng,Mỹ
i20,440.000.000,Hyundai,Tự động,Hatchback,55000,2015,Xăng,5,Đã sử dụng,Ấn Độ
,500.000.000,,,,,,,,Đã sử dụng,
Fortuner,750.000.000,Toyota,Số sàn,SUV / Cross over,70000,2017,Dầu,7,Đã sử dụng,Nước khác
Innova,158.000.000,Toyota,Số sàn,Minivan (MPV),100000,2006,Xăng,8,Đã sử dụng,
Civic,268.000.000,Honda,Tự động,Sedan,210000,2007,Xăng,5,Đã sử dụng,Việt Nam
CR V,940.000.000,Honda,Tự động,SUV / Cross over,9500,2020,Xăng,5,Đã sử dụng,Việt Nam
C Class,1.120.000.000,Mercedes Benz,Tự động,Sedan,55000,2018,Xăng,5,Đã sử dụng,Việt Nam
Morning,315.599.000,Kia,Tự động,Hatchback,15345,2017,Xăng,5,Đã sử dụng,Việt Nam
C Class,1.499.000.000,Mercedes Benz,Tự động,Sedan,,2021,Xăng,5,Mới,Đức
Camry,1.045.000.000,Toyota,Tự động,Sedan,799,2021,Xăng,5,Đã sử dụng,Thái Lan
Xpander,485.000.000,Mitsubishi,Số sàn,Minivan (MPV),39000,2020,Xăng,5,Đã sử dụng,Nước khác
Getz,145.000.000,Hyundai,Số sàn,Hatchback,152000,2008,Xăng,5,Đã sử dụng,Hàn Quốc
Fiesta,400.000.000,Ford,Tự động,Sedan,60000,2017,Xăng,5,Đã sử dụng,Việt Nam
EcoSport,445.000.000,Ford,Tự động,SUV / Cross over,60000,2016,Xăng,5,Đã sử dụng,Việt Nam
CR V,499.000.000,Honda,Tự động,SUV / Cross over,82000,2012,Xăng,5,Đã sử dụng,
6,745.000.000,Mazda,Tự động,Sedan,32000,2018,Xăng,5,Đã sử dụng,Việt Nam
Innova,26.000.000,Toyota,Số sàn,Minivan (MPV),60000,2019,Xăng,8,Đã sử dụng,Việt Nam
Vios,495.000.000,Toyota,Tự động,Sedan,26000,2019,Xăng,5,Đã sử dụng,Việt Nam
Ranger,760.000.000,Ford,Tự động,Pick-up (bán tải),86000,2017,Dầu,5,Đã sử dụng,Thái Lan
Fortuner,945.000.000,Toyota,Tự động,SUV / Cross over,37000,2019,Dầu,7,Đã sử dụng,Nước khác
Civic,792.000.000,Honda,Tự động,Sedan,15000,2019,Xăng,5,Đã sử dụng,
Focus,325.000.000,Ford,Số sàn,Hatchback,70,2011,Xăng,5,Đã sử dụng,Việt Nam
Innova,680.000.000,Toyota,Tự động,Minivan (MPV),47000,2018,Xăng,7,Đã sử dụng,Việt Nam
Morning,180.000.000,Kia,Số sàn,Hatchback,120000,2015,Xăng,5,Đã sử dụng,Hàn Quốc
C Class,1.300.000.000,Mercedes Benz,Tự động,Sedan,30000,2017,Xăng,5,Đã sử dụng,
Ranger,630.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
3,492.000.000,Mazda,Tự động,Sedan,50000,2015,Xăng,5,Đã sử dụng,Việt Nam
Innova,565.000.000,Toyota,Số sàn,Minivan (MPV),42000,2019,Xăng,8,Đã sử dụng,Việt Nam
Carens,315.000.000,Kia,Tự động,Minivan (MPV),73000,2011,Xăng,7,Đã sử dụng,Việt Nam
Grand i10,380.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Camry,950.000.000,Toyota,Tự động,Sedan,20000,2019,Xăng,5,Đã sử dụng,Thái Lan
Wigo,249.000.000,Toyota,Số sàn,Hatchback,55000,2018,Xăng,5,Đã sử dụng,
Cruze,315.000.000,Chevrolet,Tự động,Sedan,45000,2013,Xăng,5,Đã sử dụng,Việt Nam
Transit,400.000.000,Ford,Số sàn,Van,70000,2017,Dầu,7,Đã sử dụng,
Corolla Altis,740.000.000,Toyota,Tự động,Sedan,24000,2018,Xăng,5,Đã sử dụng,Việt Nam
C Class,990.000.000,Mercedes Benz,Tự động,Sedan,45000,2015,Xăng,5,Đã sử dụng,
Ertiga,500.000.000,Suzuki,Tự động,Minivan (MPV),,2021,Xăng,7,Mới,Nước khác
E Class,238.000.000,Mercedes Benz,Tự động,Sedan,215000,2004,Xăng,5,Đã sử dụng,Việt Nam
Sedona,995.000.000,Kia,Tự động,Minivan (MPV),43000,2019,Dầu,7,Đã sử dụng,Việt Nam
CR V,905.000.000,Honda,Tự động,SUV / Cross over,25000,2018,Xăng,7,Đã sử dụng,Thái Lan
Fortuner,1.050.000.000,Toyota,Tự động,SUV / Cross over,50000,2019,Xăng,7,Đã sử dụng,Nước khác
Morning,304.000.000,Kia,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Cayenne,2.250.000.000,Porsche,Tự động,SUV / Cross over,50000,2013,Xăng,5,Đã sử dụng,Đức
Triton,630.000.000,Mitsubishi,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
Innova,576.000.000,Toyota,Số sàn,Minivan (MPV),56000,2019,Xăng,8,Đã sử dụng,Việt Nam
Everest,1.025.000.000,Ford,Tự động,SUV / Cross over,14000,2019,Dầu,7,Đã sử dụng,Thái Lan
ES,2.280.000.000,Lexus,Tự động,,20000,2019,,,Đã sử dụng,
Innova,700.000.000,Toyota,Tự động,Minivan (MPV),91000,2019,Xăng,8,Đã sử dụng,Việt Nam
Orlando,430.000.000,Chevrolet,Tự động,Minivan (MPV),68000,2016,Xăng,7,Đã sử dụng,Việt Nam
Vios,355.000.000,Toyota,Số sàn,Sedan,85000,2017,Xăng,5,Đã sử dụng,Việt Nam
Cerato,495.000.000,Kia,Tự động,Sedan,58000,2016,Xăng,5,Đã sử dụng,Việt Nam
EcoSport,515.000.000,Ford,Tự động,SUV / Cross over,33000,2018,Xăng,5,Đã sử dụng,Việt Nam
Accent,459.000.000,Hyundai,Tự động,Sedan,30000,2018,Xăng,5,Đã sử dụng,
CX 8,975.000.000,Mazda,Tự động,SUV / Cross over,31000,2019,Xăng,7,Đã sử dụng,Việt Nam
Vios,345.000.000,Toyota,Số sàn,,50000,2017,,,Đã sử dụng,
Cerato,435.000.000,Kia,Số sàn,Sedan,48000,2018,,5,Đã sử dụng,Hàn Quốc
Accent,485.000.000,Hyundai,Tự động,Sedan,48000,2018,Xăng,5,Đã sử dụng,Việt Nam
CX 8,929.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Zinger,630.000.000,Mitsubishi,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Ấn Độ
Vios,425.000.000,Toyota,Tự động,Sedan,60000,2018,Xăng,5,Đã sử dụng,Việt Nam
Everest,255,Ford,Số sàn,SUV / Cross over,152356,2007,Dầu,7,Đã sử dụng,
Innova,480.000.000,Toyota,Số sàn,Minivan (MPV),79000,2018,Xăng,8,Đã sử dụng,
3,644.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
C Class,1.350.000.000,Mercedes Benz,Tự động,Sedan,19000,2018,Xăng,5,Đã sử dụng,
Grand i10,375.000.000,Hyundai,Tự động,Hatchback,21000,2019,Xăng,5,Đã sử dụng,Việt Nam
Jolie,115.000.000,Mitsubishi,Số sàn,SUV / Cross over,10000,2005,Xăng,8,Đã sử dụng,Nhật Bản
C Class,1.065.000.000,Mercedes Benz,Tự động,Sedan,24000,2016,Xăng,5,Đã sử dụng,Việt Nam
C Class,1.238.000.000,Mercedes Benz,Tự động,,30000,2017,Xăng,,Đã sử dụng,
Everest,830.000.000,Ford,Số sàn,SUV / Cross over,14000,2019,Dầu,7,Đã sử dụng,Thái Lan
Outlander,783.000.000,Mitsubishi,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
V Class,2.662.000.000,Mercedes Benz,Tự động,Minivan (MPV),,2021,Xăng,7,Mới,Đức
Hilux,674.000.000,Toyota,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
CR V,926.000.000,Honda,Tự động,SUV / Cross over,35000,2020,Xăng,7,Đã sử dụng,Thái Lan
Vios,575.000.000,Toyota,Tự động,,536,2021,,,Đã sử dụng,
Innova,580.000.000,Toyota,Số sàn,Kiểu dáng khác,85000,2019,Xăng,8,Đã sử dụng,Nhật Bản
Wigo,318.000.000,Toyota,Tự động,Hatchback,47000,2019,Xăng,5,Đã sử dụng,Nước khác
Innova,178.000.000,Toyota,Số sàn,Minivan (MPV),96000,2007,Xăng,8,Đã sử dụng,
Innova,400.000.000,Toyota,Số sàn,Minivan (MPV),94848,2016,Xăng,8,Đã sử dụng,Nhật Bản
Innova,220.000.000,Toyota,Số sàn,Minivan (MPV),100,2006,Xăng,8,Đã sử dụng,Việt Nam
City,470.000.000,Honda,Tự động,Sedan,30800,2019,Xăng,5,Đã sử dụng,Việt Nam
Innova,545.000.000,Toyota,Số sàn,Minivan (MPV),79600,2017,Xăng,8,Đã sử dụng,Nhật Bản
Vios,347.000.000,Toyota,Số sàn,Sedan,38000,2017,Xăng,5,Đã sử dụng,Việt Nam
Seltos,719.000.000,Kia,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Hàn Quốc
Lux,1.126.000.000,Vinfast,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Ranger,1.195.000.000,Ford,Tự động,Pick-up (bán tải),37000,2020,Dầu,5,Đã sử dụng,Thái Lan
Sorento,1.190.000.000,Kia,Tự động,SUV / Cross over,21000,2021,Xăng,7,Đã sử dụng,Việt Nam
Accent,384.000.000,Hyundai,Số sàn,Sedan,,2021,Xăng,5,Mới,Việt Nam
CX 5,793.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
Urvan,38.000.000,Nissan,Tự động,SUV / Cross over,81516,1987,Xăng,7,Đã sử dụng,Nhật Bản
Sienna,2.350.000.000,Toyota,Tự động,Kiểu dáng khác,110000,2015,,7,Đã sử dụng,Mỹ
Everest,270.000.000,Ford,Số sàn,SUV / Cross over,100000,2008,Dầu,8,Đã sử dụng,Việt Nam
Almera,99.000.000,Nissan,Tự động,Sedan,,2021,Xăng,5,Đã sử dụng,Thái Lan
Civic,729.000.000,Honda,Tự động,Sedan,,2020,Xăng,5,Mới,Thái Lan
Innova,345.000.000,Toyota,Số sàn,Minivan (MPV),181000,2014,Xăng,7,Đã sử dụng,Việt Nam
Opirus,555.000.000,Kia,Tự động,Sedan,12,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Camry,369.000.000,Toyota,Tự động,Sedan,80000,2010,,5,Đã sử dụng,Nhật Bản
Hi lander,165.000.000,Isuzu,Tự động,SUV / Cross over,500,2004,Dầu,7,Đã sử dụng,Nhật Bản
Accent,385.000.000,Hyundai,Số sàn,Sedan,66000,2018,Xăng,5,Đã sử dụng,Nước khác
CX 3,649.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Nhật Bản
CX 5,789.000.000,Mazda,Tự động,SUV / Cross over,35000,2018,Xăng,5,Đã sử dụng,
Dòng khác,70.000.000,Hãng khác,Số sàn,Mui trần,111111,2010,Xăng,2,Đã sử dụng,Nước khác
Ranger,650.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
Dòng khác,600.000.000,Toyota,Số sàn,Sedan,50000,2019,Xăng,8,Đã sử dụng,Việt Nam
Grand i10,310.000.000,Hyundai,Số sàn,Sedan,46000,2018,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,565.000.000,Toyota,Bán tự động,SUV / Cross over,85000,2013,,7,Đã sử dụng,Việt Nam
S Class,3.090.000.000,Mercedes Benz,Tự động,Sedan,41000,2018,Xăng,5,Đã sử dụng,Việt Nam
Accent,480.000.000,Hyundai,Tự động,Sedan,30000,2018,Xăng,5,Đã sử dụng,Việt Nam
Wigo,355.000.000,Toyota,Tự động,Hatchback,,2021,Xăng,5,Mới,Nước khác
E Class,1.720.000.000,Mercedes Benz,Tự động,Sedan,26000,2018,Xăng,5,Đã sử dụng,Việt Nam
Dòng khác,248.000.000,Kia,Số sàn,,178000,2014,,,Đã sử dụng,
Cerato,390.000.000,Kia,Số sàn,Sedan,68000,2016,Xăng,5,Đã sử dụng,
Dòng khác,760.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
EcoSport,535.000.000,Ford,Tự động,SUV / Cross over,34,2020,Xăng,5,Đã sử dụng,Việt Nam
Innova,510.000.000,Toyota,Số sàn,Minivan (MPV),95000,2017,Xăng,8,Đã sử dụng,Việt Nam
Crown,48.000.000,Toyota,Số sàn,Sedan,125000,1991,Xăng,5,Đã sử dụng,Nhật Bản
Focus,520.000.000,Ford,Tự động,Hatchback,12000,2018,Xăng,5,Đã sử dụng,Việt Nam
5,765.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Ranger,1.202.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
Ranger,699.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
Ranger,189.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
Grand i10,92.000.000,Hyundai,Số sàn,Sedan,,2021,Xăng,5,Mới,Việt Nam
Matiz,45.000.000,Daewoo,Số sàn,Sedan,32000,2000,Xăng,5,Đã sử dụng,Hàn Quốc
C Class,1.340.000.000,Mercedes Benz,Tự động,Sedan,18000,2019,Xăng,5,Đã sử dụng,Việt Nam
C Class,910.000.000,Mercedes Benz,Tự động,Sedan,62000,2015,Xăng,5,Đã sử dụng,Việt Nam
Cruze,278.000.000,Chevrolet,Số sàn,Sedan,50000,2013,Xăng,5,Đã sử dụng,
Sedona,1.088.000.000,Kia,Tự động,SUV / Cross over,5500,2021,Dầu,7,Đã sử dụng,Việt Nam
Odyssey,1.050.000.000,Honda,Tự động,Minivan (MPV),130000,2016,Xăng,7,Đã sử dụng,Nhật Bản
EcoSport,420.000.000,Ford,Tự động,SUV / Cross over,45000,2015,Xăng,5,Đã sử dụng,
Jolie,98.000.000,Mitsubishi,Số sàn,SUV / Cross over,5000,2006,Xăng,8,Đã sử dụng,
Ranger,859.000.000,Ford,Tự động,Pick-up (bán tải),15000,2019,Dầu,5,Đã sử dụng,Thái Lan
2,437.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
City,430.000.000,Honda,Tự động,Sedan,80000,2017,Xăng,5,Đã sử dụng,Việt Nam
CX 5,839.000.000,Mazda,Tự động,SUV / Cross over,17000,2019,Xăng,5,Đã sử dụng,
Rush,585.000.000,Toyota,Tự động,SUV / Cross over,26000,2019,Xăng,7,Đã sử dụng,Nước khác
GLC,2.350.000.000,Mercedes Benz,Tự động,SUV / Cross over,9000,2020,Xăng,5,Đã sử dụng,Việt Nam
Santa Fe,12.345.789,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Hàn Quốc
Innova,400.000.000,Toyota,Số sàn,Minivan (MPV),100000,2016,Xăng,7,Đã sử dụng,Việt Nam
Morning,252.000.000,Kia,Tự động,Van,70000,2015,Xăng,2,Đã sử dụng,Hàn Quốc
Orlando,470.000.000,Chevrolet,Tự động,Minivan (MPV),47000,2017,Xăng,7,Đã sử dụng,Việt Nam
